Latitude,Longitude,Type,StationID,StationName
47.2858;-122.5445;Sub;xTide_0001;0.1 mile east of Point Evans, The Narrows, Puget Sound, Washington Current
58.3333;-134.05;Sub;xTide_0002;0.2 mile off Flat Point, Taku Inlet, Stephens Passage, Alaska Current
58.4;-134.0167;Sub;xTide_0003;0.2 mile off Taku Point, Taku Inlet, Stephens Passage, Alaska Current
48.1;-122.6833;Sub;xTide_0004;0.3 mile northeast of, Marrowstone Point, Admiralty Inlet, Washington Current
34.1812;-77.9658;Sub;xTide_0005;0.4 mile north of (Depth 16ft), Brunswick River, Cape Fear River, North Carolina Current
34.1812;-77.9658;Sub;xTide_0006;0.4 mile north of (Depth 6ft), Brunswick River, Cape Fear River, North Carolina Current
48.1;-122.6833;Sub;xTide_0007;0.4 mile northeast of, Marrowstone Point, Admiralty Inlet, Washington Current
27.697;-82.6325;Sub;xTide_0008;0.5 mile southeast of, Pinellas Point, Tampa Bay, Florida Current
39.4967;-75.5167;Sub;xTide_0009;0.8 n.mi. above entrance, Alloway Creek, New Jersey
39.4317;-75.4467;Sub;xTide_0010;1 n.mi. above entrance, Mad Horse Creek, New Jersey
48.1167;-122.7;Sub;xTide_0011;1.1 miles northwest of, Marrowstone Point, Admiralty Inlet, Washington Current
48.1167;-122.6667;Sub;xTide_0012;1.6 miles northeast of, Marrowstone Point, Admiralty Inlet, Washington Current
34.2055;-77.9745;Sub;xTide_0013;1.8 miles north of mouth (Depth 6ft), Brunswick River, North Carolina Current
27.6847;-82.6097;Sub;xTide_0014;1.9 miles SE of, Pinellas Point, Tampa Bay, Florida Current
31.0583;-81.4933;Sub;xTide_0015;2.5 miles above mouth, Little Satilla River, Georgia
39.505;-75.4833;Sub;xTide_0016;2.5 n.mi. above entrance, Alloway Creek, New Jersey
27.6605;-82.6417;Sub;xTide_0017;2.6 miles south of, Pinellas Point, Tampa Bay, Florida Current
32.6828;-117.1428;Sub;xTide_0018;28th St. Pier (San Diego), 0.35 nmi. SW (Depth 14ft), San Diego Bay, California Current
32.6828;-117.1428;Sub;xTide_0019;28th St. Pier (San Diego), 0.35 nmi. SW (Depth 28ft), San Diego Bay, California Current
32.6747;-117.1495;Sub;xTide_0020;28th St. Pier (San Diego), 0.92 nmi. SW (Depth 7ft), San Diego Bay, California Current
26.97;-80.1267;Sub;xTide_0021;3 miles above A1A highway bridge, Loxahatchee River, Florida
27.673;-82.593;Sub;xTide_0022;3 miles southeast of, Pinellas Point, Tampa Bay, Florida Current
31.8105;-81.1767;Sub;xTide_0023;610 Statute Mile Mark (Depth 6ft), Bear River, St. Catherines Sound, Georgia Current
31.0983;-81.5733;Sub;xTide_0024;8 miles above mouth, Little Satilla River, Georgia
26.9467;-80.09;Sub;xTide_0025;A1A highway bridge, Loxahatchee River, Florida
32.6767;-80.0067;Sub;xTide_0026;Abbapoola Creek entrance, Stono River, South Carolina
39.5117;-75.4933;Sub;xTide_0027;Abbots Meadow, Alloway Creek, New Jersey
46.9683;-123.853;Ref;xTide_0028;Aberdeen, Grays Harbor, Washington
39.385;-74.425;Sub;xTide_0029;Absecon Channel, State Route 87 bridge, New Jersey
39.4233;-74.5;Sub;xTide_0030;Absecon, Absecon Creek, U.S. Hwy. 30 bridge, New Jersey
51.77;-176.435;Sub;xTide_0031;Adak Bight, Adak Island, Alaska
25.3967;-80.2333;Sub;xTide_0032;Adams Key, south end, Biscayne Bay, Florida
48.15;-122.7;Sub;xTide_0033;Admiralty Head, 0.5 mile west of, Admiralty Inlet, Washington Current
48.1583;-122.668;Sub;xTide_0034;Admiralty Head, Admiralty Inlet, Washington
48.0333;-122.6333;Ref;xTide_0035;Admiralty Inlet (off Bush Point), Washington Current
52.9117;-169.165;Sub;xTide_0036;Adugak Island, Aleutian Islands, Alaska
47.722;-122.555;Sub;xTide_0037;Agate Passage, north end, Puget Sound, Washington Current
47.7128;-122.5655;Sub;xTide_0038;Agate Passage, south end, Puget Sound, Washington Current
59.7733;-149.588;Ref;xTide_0039;Agnes Cove, Aialik Peninsula, Alaska
18.4566;-67.1646;Ref;xTide_0040;Aguadilla, Crashboat Beach, Puerto Rico
58.29;-154.27;Ref;xTide_0041;Aguchik Island, Kukak Bay, Alaska
59.9533;-149.715;Ref;xTide_0042;Aialik Bay, north end, Alaska
59.885;-149.718;Ref;xTide_0043;Aialik Sill, Aialik Bay, Alaska
7.2833;-168.75;Sub;xTide_0044;Ailinglapalap Atoll, Marshall Islands
10.2167;-169.9833;Sub;xTide_0045;Ailuk Atoll, Marshall Islands
32.6317;-80.4717;Sub;xTide_0046;Airy Hall Plantation, Ashepoo River, South Carolina
55;-131.4667;Sub;xTide_0047;Ajax Reef, Felice Strait, Alaska Current
63.7185;-171.6447;Ref;xTide_0048;Akeftapak, St. Lawrence Island, Alaska
54.2333;-165.533;Ref;xTide_0049;Akun Cove, Akun Island, Aleutian Islands, Alaska
54.1283;-165.808;Sub;xTide_0050;Akutan Harbor, Akutan Island, Aleutian Islands, Alaska
54.1333;-165.7773;Ref;xTide_0051;Akutan, Aleutian Islands, Alaska
48.3967;-122.587;Sub;xTide_0052;Ala Spit, Whidbey Island, Washington
30.2786;-87.6;Ref;xTide_0053;Alabama Point, Perdido Pass, Alabama
30.2667;-87.55;Sub;xTide_0054;Alabama Point, Perdido Pass, Alabama (sub)
37.595;-122.145;Sub;xTide_0055;Alameda Creek, San Francisco Bay, California
37.7933;-122.315;Sub;xTide_0056;Alameda Naval Air Station, San Francisco Bay, California
37.7717;-122.2983;Ref;xTide_0057;Alameda, San Francisco Bay, California
42.65;-73.7467;Ref;xTide_0058;Albany, Hudson River, New York
55.59;-160.613;Sub;xTide_0059;Albatross Anchorage, Balboa Bay, Alaska
32.45;-80.7317;Sub;xTide_0060;Albergottie Creek, Rt. 21 bridge, Beaufort River, South Carolina
52.7167;-174.0667;Sub;xTide_0061;Alcan Harbor, Shemya Island, Aleutian Islands, Alaska
37.8267;-122.417;Sub;xTide_0062;Alcatraz Island, San Francisco Bay, California
48.7578;-122.9803;Sub;xTide_0063;Alden Point, Patos Island, 2 miles S of, Washington Current
48.425;-122.853;Sub;xTide_0064;Aleck Bay, Lopez Island, Washington
38.805;-77.0383;Sub;xTide_0065;Alexandria, Potomac River, Virginia
56.8983;-154.247;Ref;xTide_0066;Alitak, Lazy Bay, Alaska
47.5755;-122.428;Sub;xTide_0067;Alki Point, 0.3 mile west of, Puget Sound, Washington Current
57.25;-135.4333;Sub;xTide_0068;Allan Pt., 1.5mile W of, Nakwasina Passage, Alaska Current
30.03;-85.465;Sub;xTide_0069;Allanton, East Bay, St. Andrew Bay, Florida
31.1833;-81.5167;Sub;xTide_0070;Allied Chemical Corp. docks, Turtle River, Georgia
30.17;-85.755;Sub;xTide_0071;Alligator Bayou, St. Andrew Bay, Florida
29.9033;-84.4133;Sub;xTide_0072;Alligator Point, St. James Island, Apalachee Bay, Florida
29.1667;-95.125;Sub;xTide_0073;Alligator Point, West Bay, Texas
24.85;-80.6183;Sub;xTide_0074;Alligator Reef, Hawk Channel, Florida
33.5317;-79.0533;Sub;xTide_0075;Allston Creek, Murrells Inlet, South Carolina
47.3833;-122.823;Sub;xTide_0076;Allyn, Case Inlet, Puget Sound, Washington
41.6217;-71.22;Sub;xTide_0077;Almy Point Bridge, south of, Sakonnet River (Depth 15ft), Rhode Island Current
40.945;-73.9183;Sub;xTide_0078;Alpine, Hudson River, New Jersey
55.2283;-131.133;Sub;xTide_0079;Alva Bay, Revillagigedo Island, Alaska
55.5;-163.1667;Sub;xTide_0080;Amak Island, 5 miles north of, Alaska Current
55.35;-163.0167;Sub;xTide_0081;Amak Island, 5 miles southeast of, Alaska Current
55.4133;-163.115;Sub;xTide_0082;Amak Island, Bristol Bay, Alaska
30.5867;-81.4633;Sub;xTide_0083;Amelia City, South Amelia River, Florida
42.395;-71.0767;Ref;xTide_0084;Amelia Earhart Dam, Mystic River, Boston Harbor, Massachusetts
54.85;-132.83;Sub;xTide_0085;American Bay, Kaigani Strait, Alaska
40.655;-73.4183;Sub;xTide_0086;Amityville, Great South Bay, New York
32.9592;-79.918;Sub;xTide_0087;Amoco Pier, off, Cooper River, Charleston Harbor, South Carolina Current
40.7517;-74.0967;Sub;xTide_0088;Amtrak RR. swing bridge, Hackensack River, New Jersey
52.5167;-171.2333;Sub;xTide_0089;Amukta Island, north side, Aleutian Islands, Alaska
48.5183;-122.62;Sub;xTide_0090;Anacortes, Guemes Channel, Washington
59.772;-151.867;Ref;xTide_0091;Anchor Point, Cook Inlet, Alaska
56.6383;-132.927;Ref;xTide_0092;Anchor Point, Wrangell Narrows, Alaska
56.6395;-132.9312;Sub;xTide_0093;Anchor Point, Wrangell Narrows, Alaska Current
61.2383;-149.89;Ref;xTide_0094;Anchorage, Knik Arm, Cook Inlet, Alaska
28.165;-82.8433;Ref;xTide_0095;Anclote Lighthouse, Anclote Key, Florida
28.1717;-82.785;Sub;xTide_0096;Anclote, Anclote River, Florida
53.6783;-166.832;Sub;xTide_0097;Anderson Bay, Unalaska Island, Alaska
58.5183;-152.415;Sub;xTide_0098;Andreon Bay, Shuyak Island, Alaska
26.1183;-80.145;Sub;xTide_0099;Andrews Avenue bridge, New River, Fort Lauderdale, Florida
43.95;-69.8883;Sub;xTide_0100;Androscoggin River entrance, Kennebec River, Maine
37.86;-122.443;Sub;xTide_0101;Angel Island (west side), San Francisco Bay, California
37.8633;-122.42;Sub;xTide_0102;Angel Island, East Garrison, San Francisco Bay, California
55.6833;-133.587;Sub;xTide_0103;Anguilla Island, Gulf of Esquibel, Alaska
27.355;-80.2733;Sub;xTide_0104;Ankona, Indian River, Florida
27.4967;-82.7133;Sub;xTide_0105;Anna Maria Key, Bradenton Beach, Florida
27.5333;-82.73;Sub;xTide_0106;Anna Maria Key, city pier, Florida
38.9833;-76.4816;Ref;xTide_0107;Annapolis (US Naval Academy), Severn River, Maryland
24.7583;-81.39;Sub;xTide_0108;Annette Key, north end, Big Spanish Channel, Florida
42.655;-70.6767;Sub;xTide_0109;Annisquam, Lobster Cove, Massachusetts
37.1083;-122.338;Sub;xTide_0110;Ano Nuevo Island, California
41.6383;-71.2117;Sub;xTide_0111;Anthony Point, Sakonnet River, Rhode Island
38.02;-121.815;Ref;xTide_0112;Antioch, San Joaquin River, California
29.7633;-85.0333;Ref;xTide_0113;Apalachicola River (A&N RR bridge), Apalachicola Bay, Florida
29.7633;-85.0333;Sub;xTide_0114;Apalachicola River (A&N RR bridge), Apalachicola Bay, Florida (sub)
29.7267;-84.9817;Ref;xTide_0115;Apalachicola, Apalachicola Bay, Florida
63.1167;-168.9333;Sub;xTide_0116;Apavawook Cape, 1 mile south of, St. Lawrence Island, Alaska Current
37.9617;-75.8217;Sub;xTide_0117;Ape Hole Creek, Pocomoke Sound, Chesapeake Bay, Maryland
60.1367;-162.158;Sub;xTide_0118;Apokak Creek entrance, Alaska
60.1333;-162.1667;Sub;xTide_0119;Apokak Creek entrance, Kuskokwim Bay, Alaska Current
63.05;-163.3833;Sub;xTide_0120;Apoon Mouth, Yukon River, Norton Sound, Alaska
52.8617;-169.862;Sub;xTide_0121;Applegate Cove, Chuginadak Island, Aleutian Islands, Alaska
60.6233;-148.165;Sub;xTide_0122;Applegate Island, Prince William Sound, Alaska
34.6717;-76.67;Sub;xTide_0123;Approach, Beaufort Inlet, North Carolina Current
13.4387;-144.6539;Ref;xTide_0124;Apra Harbor, Guam
38.4183;-77.3533;Sub;xTide_0125;Aquia Creek, Potomac River, Virginia
27.8338;-97.0442;Sub;xTide_0126;Aransas Pass (Depth 15ft), Texas Current
27.8338;-97.0442;Sub;xTide_0127;Aransas Pass (Depth 50ft), Texas Current
27.8338;-97.0442;Ref;xTide_0128;Aransas Pass, Texas Current (35d)
28.2283;-96.795;Ref;xTide_0129;Aransas Wildlife Refuge (TCOON), Texas
47.1967;-122.938;Sub;xTide_0130;Arcadia, Totten Inlet, Puget Sound, Washington
40.85;-124.117;Sub;xTide_0131;Arcata Wharf, Humboldt Bay, California
18.4805;-66.7024;Ref;xTide_0132;Arecibo, Puerto Rico
38.9133;-123.708;Ref;xTide_0133;Arena Cove, California
28.4333;-82.6683;Sub;xTide_0134;Aripeka, Hammock Creek, Florida
47.28;-122.652;Sub;xTide_0135;Arletta, Hale Passage, Puget Sound, Washington
48.535;-122.797;Ref;xTide_0136;Armitage Island, Thatcher Pass, Washington
32.91;-79.9517;Ref;xTide_0137;Army Depot, Cooper River, South Carolina
7.1333;-171.7;Sub;xTide_0138;Arno Atoll, Marshall Islands
39.4638;-75.9742;Sub;xTide_0139;Arnold Point, 0.4 mile west of, Elk River, Maryland Current
17.9667;-66.0667;Sub;xTide_0140;Arroyo, Puerto Rico
39.46;-75.5317;Sub;xTide_0141;Artificial Island, Salem Nuclear Plant, Delaware River, New Jersey
33.4833;-79.1783;Sub;xTide_0142;Arundel Plantation, Great Pee Dee River, South Carolina
32.52;-80.4883;Sub;xTide_0143;Ashe Island Cut, St. Helena Sound (Depth 6ft), South Carolina Current
32.51;-80.505;Sub;xTide_0144;Ashe Island Cut, SW of, Coosaw River (Depth 15ft), South Carolina Current
32.525;-80.4533;Sub;xTide_0145;Ashepoo Coosaw Cutoff (Depth 6ft), South Carolina Current
32.5067;-80.41;Sub;xTide_0146;Ashepoo River, off Jefford Creek entrance, South Carolina Current
32.525;-80.4517;Sub;xTide_0147;Ashepoo-Coosaw Cutoff, ICWW, Ashepoo River, South Carolina
32.7433;-80.5567;Sub;xTide_0148;Ashepoo, Ashepoo River, South Carolina
37.865;-75.3683;Sub;xTide_0149;Assateague Beach, Toms Cove, Virginia
40.0733;-74.8483;Sub;xTide_0150;Assiscunk Creek, Route 130 bridge, New Jersey
46.1867;-123.86;Sub;xTide_0151;Astoria (Port Docks), Oregon
46.1717;-123.842;Sub;xTide_0152;Astoria (Youngs Bay), Oregon
52.0067;-175.32;Sub;xTide_0153;Atka Pass, east end, Atka Island, Alaska
52.2317;-174.173;Ref;xTide_0154;Atka, Nazan Bay, Atka Island, Alaska
34.7183;-76.7367;Sub;xTide_0155;Atlantic Beach Bridge, North Carolina
40.595;-73.7433;Ref;xTide_0156;Atlantic Beach, East Rockaway Inlet, Long Island, New York
30.335;-81.395;Sub;xTide_0157;Atlantic Beach, Florida
39.355;-74.4183;Ref;xTide_0158;Atlantic City, New Jersey
43.09;-70.7633;Sub;xTide_0159;Atlantic Heights, Piscataqua River, New Hampshire
40.4183;-74.035;Sub;xTide_0160;Atlantic Highlands, Sandy Hook Bay, New Jersey
52.84;-173.195;Ref;xTide_0161;Attu, Massacre Bay, Alaska
39.715;-75.36;Sub;xTide_0162;Auburn, Oldmans Creek, Delaware River, New Jersey
58.3817;-134.645;Sub;xTide_0163;Auke Bay, Alaska
58.305;-134.4408;Sub;xTide_0164;Aurora Basin, SW of (Depth 15ft), Gastineau Channel, Stephens Passage, Alaska Current
38.71;-76.335;Sub;xTide_0165;Avalon, Dogwood Harbor, Chesapeake Bay, Maryland
33.345;-118.325;Sub;xTide_0166;Avalon, Santa Catalina Island, California
35.3501;-75.512;Ref;xTide_0167;Avon Seafood dock, Peter's Ditch, Avon, North Carolina
47.5083;-123.052;Sub;xTide_0168;Ayock Point, Washington
40.685;-73.315;Sub;xTide_0169;Babylon, Great South Bay, New York
43.6767;-70.255;Sub;xTide_0170;Back Cove, Casco Bay, Maine
39.305;-75.2783;Sub;xTide_0171;Back Creek entrance, Nantuxent Cove, Delaware Bay, New Jersey
31.1483;-81.4417;Sub;xTide_0172;Back River entrance (Depth 10ft), St. Simons Sound, Georgia Current
31.1483;-81.4417;Sub;xTide_0173;Back River entrance (Depth 18ft), St. Simons Sound, Georgia Current
32.9683;-79.9333;Sub;xTide_0174;Back River entrance, Cooper River, Charleston Harbor, South Carolina Current
32.995;-79.9367;Sub;xTide_0175;Back River Reservoir, West Branch, Cooper River, South Carolina
43.9583;-69.6833;Sub;xTide_0176;Back River, Sheepscot River, Maine
32.9583;-80.2033;Sub;xTide_0177;Bacon Bridge, Ashley River, South Carolina
24.655;-81.2817;Sub;xTide_0178;Bahia Honda Key, Bahia Honda Channel, Florida
26.1133;-80.1083;Sub;xTide_0179;Bahia Mar Yacht Club, Fort Lauderdale, Florida
17.9514;-67.1966;Ref;xTide_0180;Bahía Salinas, Puerto Rico
30.985;-81.5917;Ref;xTide_0181;Bailey Cut, 0.8 mile west of, Satilla River, Georgia
32.3467;-80.89;Sub;xTide_0182;Baileys Landing, Okatee River, Colleton River, South Carolina
60.1967;-148.042;Sub;xTide_0183;Bainbridge Point, Bainbridge Island, Prince William Sound, Alaska
46.262;-123.998;Sub;xTide_0184;Baker Bay entrance, E of Sand Island Tower (Depth 23ft), Washington Current
25.9033;-80.125;Sub;xTide_0185;Bakers Haulover Inlet (inside), Florida
33.6;-117.9;Sub;xTide_0186;Balboa Pier, Newport Beach, California
47.1875;-122.6972;Sub;xTide_0187;Balch Passage, Puget Sound, Washington Current
38.7292;-76.305;Sub;xTide_0188;Bald Eagle Pt., east of, Harris Creek, Choptank River, Maryland Current
33.88;-78.0017;Sub;xTide_0189;Bald Head, Cape Fear River, North Carolina
33.8738;-78.0075;Sub;xTide_0190;Bald Head, Cape Fear River, North Carolina Current
29.9483;-84.3417;Sub;xTide_0191;Bald Point, Ochlockonee Bay, Apalachee Bay, Florida
32.6958;-117.2325;Sub;xTide_0192;Ballast Point, 0.55 nmi. north of (Depth 14ft), San Diego Bay, California Current
